"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFCBANK","EQ","09-Dec-2021","       1553.80","       1545.20","       1554.70","       1522.00","       1526.00","       1526.85","       1530.57","    5873872","          8990397300.15","     148558","    3900369","         66.40"
"HDFCBANK","EQ","10-Dec-2021","       1526.85","       1524.90","       1528.00","       1508.45","       1524.00","       1522.55","       1521.33","    3889692","          5917512516.45","     123564","    2503457","         64.36"
"HDFCBANK","EQ","13-Dec-2021","       1522.55","       1526.00","       1537.65","       1507.20","       1513.20","       1511.15","       1523.63","    5161071","          7863562721.05","     143473","    3012915","         58.38"
"HDFCBANK","EQ","14-Dec-2021","       1511.15","       1502.50","       1516.00","       1497.05","       1504.00","       1502.45","       1505.10","    4595550","          6916756665.40","     175566","    2780047","         60.49"
"HDFCBANK","EQ","15-Dec-2021","       1502.45","       1503.00","       1523.35","       1495.65","       1500.00","       1500.00","       1504.12","    5057574","          7607173782.90","     133205","    3207512","         63.42"
"HDFCBANK","EQ","16-Dec-2021","       1500.00","       1512.80","       1517.00","       1494.00","       1503.35","       1500.10","       1505.13","    6605216","          9941739913.65","     179348","    4327258","         65.51"
"HDFCBANK","EQ","17-Dec-2021","       1500.10","       1497.00","       1506.00","       1467.70","       1476.00","       1473.05","       1479.06","    7497384","         11089043997.50","     194713","    4384118","         58.48"
"HDFCBANK","EQ","20-Dec-2021","       1473.05","       1452.00","       1458.00","       1414.10","       1424.50","       1425.65","       1426.64","   10578334","         15091475327.05","     411439","    6130252","         57.95"
"HDFCBANK","EQ","21-Dec-2021","       1425.65","       1439.50","       1450.75","       1430.00","       1444.65","       1441.80","       1441.88","    4559375","          6574078457.00","     171631","    2926685","         64.19"
"HDFCBANK","EQ","22-Dec-2021","       1441.80","       1452.30","       1456.00","       1435.70","       1447.50","       1445.20","       1443.59","    4288742","          6191198173.75","     167203","    2621782","         61.13"
"HDFCBANK","EQ","23-Dec-2021","       1445.20","       1453.25","       1457.80","       1436.85","       1438.70","       1444.10","       1449.12","    4889583","          7085601869.05","     162623","    3488706","         71.35"
"HDFCBANK","EQ","24-Dec-2021","       1444.10","       1445.50","       1452.00","       1428.00","       1439.45","       1438.90","       1438.31","    2780512","          3999233572.85","     110788","    1333057","         47.94"
"HDFCBANK","EQ","27-Dec-2021","       1438.90","       1428.90","       1454.00","       1422.15","       1453.00","       1450.80","       1440.89","    2352549","          3389765991.15","     102204","    1059977","         45.06"
"HDFCBANK","EQ","28-Dec-2021","       1450.80","       1460.70","       1466.90","       1453.40","       1460.95","       1460.80","       1460.32","    2725339","          3979861736.65","     115091","    1537103","         56.40"
"HDFCBANK","EQ","29-Dec-2021","       1460.80","       1456.05","       1461.00","       1447.40","       1451.00","       1453.85","       1455.12","    3834351","          5579443240.75","     114258","    2699942","         70.41"
"HDFCBANK","EQ","30-Dec-2021","       1453.85","       1458.50","       1466.85","       1445.00","       1464.00","       1461.50","       1459.33","    3607959","          5265199026.30","      97583","    2172466","         60.21"
"HDFCBANK","EQ","31-Dec-2021","       1461.50","       1461.50","       1484.80","       1461.50","       1481.00","       1479.40","       1478.42","    3162868","          4676036651.65","     123205","    2213965","         70.00"
"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFCBANK","EQ","03-Jan-2022","       1479.40","       1485.00","       1523.00","       1480.50","       1519.80","       1519.65","       1507.81","    4534592","          6837317353.95","     149449","    2547793","         56.19"
"HDFCBANK","EQ","04-Jan-2022","       1519.65","       1520.00","       1532.90","       1507.80","       1528.05","       1528.55","       1521.68","    4428676","          6739031718.85","     134455","    2290497","         51.72"
"HDFCBANK","EQ","05-Jan-2022","       1528.55","       1536.80","       1572.00","       1528.10","       1562.10","       1564.85","       1554.91","    7166319","         11142988763.20","     208851","    4330325","         60.43"
"HDFCBANK","EQ","06-Jan-2022","       1564.85","       1543.00","       1554.75","       1530.05","       1540.00","       1539.75","       1540.71","    4814465","          7417694108.65","     143958","    2610792","         54.23"
"HDFCBANK","EQ","07-Jan-2022","       1539.75","       1544.00","       1566.75","       1535.90","       1552.75","       1550.55","       1552.05","    5589692","          8675465609.40","     166966","    3318463","         59.37"
"HDFCBANK","EQ","10-Jan-2022","       1550.55","       1558.00","       1572.00","       1545.50","       1561.00","       1559.15","       1556.89","    4428248","          6894310964.25","     159643","    2724323","         61.52"
"HDFCBANK","EQ","11-Jan-2022","       1559.15","       1561.55","       1568.70","       1547.80","       1566.00","       1565.90","       1558.68","    4194599","          6538055144.40","     166520","    2692404","         64.19"
"HDFCBANK","EQ","12-Jan-2022","       1565.90","       1568.00","       1576.65","       1552.00","       1556.15","       1556.65","       1564.75","   10542765","         16496787237.55","     239760","    8472922","         80.37"
"HDFCBANK","EQ","13-Jan-2022","       1556.65","       1555.00","       1555.00","       1520.40","       1529.00","       1528.00","       1532.69","   20981948","         32158717522.45","     259715","   13411804","         63.92"
"HDFCBANK","EQ","14-Jan-2022","       1528.00","       1530.00","       1548.70","       1519.00","       1543.80","       1545.15","       1535.22","    5604484","          8604102722.25","     149071","    3241415","         57.84"
"HDFCBANK","EQ","17-Jan-2022","       1545.15","       1530.00","       1556.00","       1519.15","       1523.50","       1521.50","       1530.58","   11494686","         17593533649.05","     294100","    7079977","         61.59"
"HDFCBANK","EQ","18-Jan-2022","       1521.50","       1533.00","       1550.90","       1523.00","       1528.10","       1529.25","       1536.97","    6170576","          9483960773.90","     202364","    2641844","         42.81"
"HDFCBANK","EQ","19-Jan-2022","       1529.25","       1534.00","       1539.75","       1513.35","       1519.10","       1518.45","       1525.22","    7158813","         10918735959.45","     227709","    4233848","         59.14"
"HDFCBANK","EQ","20-Jan-2022","       1518.45","       1528.45","       1528.50","       1500.10","       1512.00","       1509.00","       1512.74","    7598923","         11495222004.60","     187879","    5245213","         69.03"
"HDFCBANK","EQ","21-Jan-2022","       1509.00","       1500.00","       1529.80","       1485.60","       1527.70","       1521.60","       1509.69","    5768847","          8709164177.35","     184858","    3548919","         61.52"
"HDFCBANK","EQ","24-Jan-2022","       1521.60","       1509.95","       1521.25","       1467.55","       1484.60","       1486.65","       1493.60","    5934254","          8863401561.75","     211145","    3162107","         52.17"
"HDFCBANK","EQ","25-Jan-2022","       1486.65","       1458.65","       1495.00","       1444.00","       1490.25","       1488.05","       1467.17","    6797124","          9972548095.60","     307977","    3519095","         51.77"
"HDFCBANK","EQ","27-Jan-2022","       1488.05","       1450.00","       1485.00","       1435.00","       1482.00","       1474.95","       1454.91","   14308919","         20818170830.00","     398704","    9049568","         63.24"
"HDFCBANK","EQ","28-Jan-2022","       1474.95","       1477.50","       1486.70","       1460.00","       1463.25","       1463.25","       1475.50","   12462604","         18388622965.70","     310264","    9179509","         73.66"
"HDFCBANK","EQ","31-Jan-2022","       1463.25","       1472.75","       1491.55","       1466.80","       1484.55","       1485.70","       1479.18","    6421273","          9498216296.10","     178623","    3981352","         62.00"
"HDFCBANK","EQ","01-Feb-2022","       1485.70","       1508.50","       1517.00","       1473.45","       1500.00","       1497.00","       1500.43","    7369742","         11057783148.00","     209907","    3575266","         48.51"
"HDFCBANK","EQ","02-Feb-2022","       1497.00","       1511.95","       1535.00","       1505.60","       1535.00","       1531.20","       1526.26","    6984645","         10660387041.25","     182857","    4695614","         67.23"
"HDFCBANK","EQ","03-Feb-2022","       1531.20","       1528.75","       1539.95","       1509.00","       1510.40","       1515.35","       1527.81","    5282381","          8070475923.25","     280078","    3547783","         67.16"
"HDFCBANK","EQ","04-Feb-2022","       1515.35","       1528.40","       1532.85","       1514.10","       1521.10","       1524.00","       1523.56","    5789979","          8821362879.95","     168452","    3967301","         68.52"
